死因,年,月,年月日,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,10歳未満,10代,20代,30代,40代,50代,60代,70代,80歳以上,不詳,合計
Se24 脳梗塞,2012,7,2012-07-01,0,0,0,0,0,0,1,1,7,6,14,26,84,165,339,629,1092,1319,1061,547,108,0,0,0,2,13,40,249,968,4127,1,5400
Se25 大動脈瘤及び解離,2012,7,2012-07-01,0,0,0,0,0,0,2,2,5,10,13,31,53,62,108,162,213,212,118,25,3,0,0,0,4,15,44,115,270,571,0,1019
Se26 肺炎,2012,7,2012-07-01,8,1,0,2,1,5,4,7,11,15,23,54,143,231,426,955,1678,2174,1711,840,200,9,2,6,11,26,77,374,1381,6603,2,8491
Se27 慢性閉塞性肺疾患,2012,7,2012-07-01,0,0,0,0,0,0,0,1,0,1,3,5,16,45,99,214,356,337,164,39,5,0,0,0,1,1,8,61,313,901,0,1285
Se28 喘息,2012,7,2012-07-01,0,0,0,0,0,0,0,1,0,2,2,2,1,3,7,16,22,15,21,5,2,0,0,0,1,2,4,4,23,65,0,99
Se29 肝疾患,2012,7,2012-07-01,0,0,1,0,1,1,3,17,34,52,74,109,137,130,129,138,149,119,51,14,3,0,1,2,20,86,183,267,267,336,0,1162
Se30 腎不全,2012,7,2012-07-01,0,0,0,0,0,0,1,4,1,6,7,18,50,62,102,238,326,457,309,149,26,0,0,0,5,7,25,112,340,1267,0,1756
Se31 老衰,2012,7,2012-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,95,390,920,1370,1221,475,0,0,0,0,0,0,2,113,4376,0,4491
Se32 不慮の事故,2012,7,2012-07-01,20,14,7,51,36,36,37,57,71,74,84,115,176,176,248,329,435,409,259,112,16,34,58,72,94,145,199,352,577,1231,6,2768
Se33 交通事故,2012,7,2012-07-01,3,5,2,27,16,18,15,32,27,31,19,32,45,32,55,51,52,38,12,2,0,8,29,34,47,58,51,77,106,104,0,514
Se34 自殺,2012,7,2012-07-01,0,0,7,50,112,124,129,181,178,177,204,175,220,192,179,140,104,66,21,7,0,0,57,236,310,355,379,412,319,198,9,2275
総数,2012,8,2012-08-01,228,30,45,136,190,277,315,581,850,1130,1707,2698,5432,6533,8932,12758,17010,17671,13004,6169,1560,258,181,467,896,1980,4405,11965,21690,55414,60,97316
Se01 結核,2012,8,2012-08-01,0,0,0,0,0,0,0,0,0,0,0,2,7,10,9,15,39,51,30,7,1,0,0,0,0,0,2,17,24,128,0,171
Se02 悪性新生物＜腫瘍＞,2012,8,2012-08-01,8,4,5,19,16,36,42,136,253,391,707,1287,2862,3310,4267,5282,5432,4147,2046,632,76,12,24,52,178,644,1994,6172,9549,12333,4,30962
Se03 食道の悪性新生物＜腫瘍＞,2012,8,2012-08-01,0,0,0,0,0,0,0,1,3,13,28,47,131,174,183,148,147,73,31,12,0,0,0,0,1,16,75,305,331,263,0,991
Se04 胃の悪性新生物＜腫瘍＞,2012,8,2012-08-01,0,0,0,0,0,3,5,22,28,47,82,152,384,437,567,729,750,573,314,95,9,0,0,3,27,75,234,821,1296,1741,0,4197
Se05 結腸の悪性新生物＜腫瘍＞,2012,8,2012-08-01,0,0,0,0,0,6,6,5,18,34,58,98,206,254,358,467,497,442,266,96,14,0,0,6,11,52,156,460,825,1315,1,2826
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2012,8,2012-08-01,0,0,0,0,0,2,1,5,18,18,31,81,163,175,217,191,189,137,77,27,4,0,0,2,6,36,112,338,408,434,1,1337
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2012,8,2012-08-01,0,0,0,0,1,2,1,6,12,15,35,105,253,255,413,511,492,285,144,28,3,0,0,3,7,27,140,508,924,952,0,2561
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2012,8,2012-08-01,0,0,0,0,0,0,1,0,1,12,23,37,95,110,184,299,309,312,158,49,8,0,0,0,1,13,60,205,483,836,0,1598
Se09 膵の悪性新生物＜腫瘍＞,2012,8,2012-08-01,0,0,0,1,0,0,0,6,16,25,54,129,248,333,348,454,424,362,146,32,3,0,1,0,6,41,183,581,802,967,1,2582
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2012,8,2012-08-01,0,0,0,0,1,0,3,14,22,48,94,193,559,705,888,1146,1140,804,328,91,13,0,0,1,17,70,287,1264,2034,2376,0,6049
Se11 乳房の悪性新生物＜腫瘍＞,2012,8,2012-08-01,0,0,0,0,0,0,2,18,40,45,106,113,181,114,124,106,93,77,48,21,4,0,0,0,20,85,219,295,230,243,0,1092
Se12 子宮の悪性新生物＜腫瘍＞,2012,8,2012-08-01,0,0,0,0,1,3,3,14,18,36,33,45,66,56,63,40,67,58,21,14,1,0,0,4,17,54,78,122,103,161,0,539
Se13 白血病,2012,8,2012-08-01,4,0,1,6,6,5,3,6,9,15,18,39,69,80,104,130,92,69,25,3,1,4,7,11,9,24,57,149,234,190,0,685
Se14 糖尿病,2012,8,2012-08-01,0,0,0,0,0,1,3,4,6,15,17,32,69,76,119,189,215,183,109,38,3,0,0,1,7,21,49,145,308,548,1,1080
Se15 高血圧性疾患,2012,8,2012-08-01,0,0,0,0,0,0,0,0,2,2,6,11,21,16,33,44,69,128,112,75,27,0,0,0,0,4,17,37,77,411,0,546
Se16 心疾患（高血圧性を除く）,2012,8,2012-08-01,2,1,5,2,11,15,21,60,100,136,179,304,615,731,1037,1521,2270,2755,2409,1193,265,3,7,26,81,236,483,1346,2558,8892,4,13636
Se17 急性心筋梗塞,2012,8,2012-08-01,0,0,0,0,0,5,2,15,29,41,55,104,174,202,284,375,487,471,308,115,14,0,0,5,17,70,159,376,659,1395,0,2681
Se18 その他の虚血性心疾患,2012,8,2012-08-01,0,0,0,0,1,2,6,13,33,30,47,86,177,174,249,329,413,401,286,114,21,0,0,3,19,63,133,351,578,1235,3,2385
Se19 不整脈及び伝導障害,2012,8,2012-08-01,0,0,3,1,5,3,4,14,13,20,37,51,90,108,143,211,313,387,311,164,27,0,4,8,18,33,88,198,354,1202,1,1906
Se20 心不全,2012,8,2012-08-01,1,0,0,1,2,2,5,13,15,28,21,44,114,153,243,445,803,1166,1220,690,189,1,1,4,18,43,65,267,688,4068,0,5155
Se21 脳血管疾患,2012,8,2012-08-01,0,0,0,3,0,3,19,38,54,98,117,192,303,469,650,1127,1731,1895,1487,643,147,0,3,3,57,152,309,772,1777,5903,2,8978
Se22 くも膜下出血,2012,8,2012-08-01,0,0,0,0,0,3,9,18,27,47,48,56,75,97,96,122,174,127,67,22,1,0,0,3,27,74,104,172,218,391,0,989
Se23 脳内出血,2012,8,2012-08-01,0,0,0,3,0,0,10,12,22,36,55,92,138,200,255,359,459,370,259,79,16,0,3,0,22,58,147,338,614,1183,2,2367
Se24 脳梗塞,2012,8,2012-08-01,0,0,0,0,0,0,0,7,1,13,10,40,79,160,288,621,1047,1356,1128,531,120,0,0,0,7,14,50,239,909,4182,0,5401
Se25 大動脈瘤及び解離,2012,8,2012-08-01,0,0,0,0,0,1,0,2,5,15,20,25,58,71,103,132,216,215,132,34,2,0,0,1,2,20,45,129,235,599,0,1031
Se26 肺炎,2012,8,2012-08-01,6,2,1,0,1,5,4,10,5,16,33,50,156,238,476,961,1821,2311,1816,885,185,8,1,6,14,21,83,394,1437,7018,1,8983
Se27 慢性閉塞性肺疾患,2012,8,2012-08-01,0,0,0,0,0,0,0,0,1,1,2,6,15,48,92,230,333,334,171,59,8,0,0,0,0,2,8,63,322,905,0,1300
Se28 喘息,2012,8,2012-08-01,1,0,1,0,0,0,1,1,2,2,1,5,0,7,5,19,21,26,23,13,5,1,1,0,2,4,6,7,24,88,0,133
Se29 肝疾患,2012,8,2012-08-01,1,0,0,0,1,1,7,22,34,52,67,105,152,148,151,154,166,114,59,19,3,1,0,2,29,86,172,300,305,361,2,1258
Se30 腎不全,2012,8,2012-08-01,0,0,0,0,1,0,1,1,1,3,11,16,39,77,110,222,353,455,339,134,29,0,0,1,2,4,27,116,332,1310,0,1792
Se31 老衰,2012,8,2012-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,105,417,1005,1458,1157,524,0,0,0,0,0,0,7,123,4561,0,4691
Se32 不慮の事故,2012,8,2012-08-01,19,12,15,41,48,39,40,55,71,63,99,109,174,177,254,353,476,489,273,116,30,31,56,87,95,134,208,351,607,1384,3,2956
Se33 交通事故,2012,8,2012-08-01,2,6,4,22,23,15,13,20,27,27,29,37,46,35,56,67,69,39,16,5,0,8,26,38,33,54,66,81,123,129,0,558
Se34 自殺,2012,8,2012-08-01,0,0,11,46,86,140,127,154,182,169,192,168,191,183,158,133,104,53,35,5,0,0,57,226,281,351,360,374,291,197,13,2150
総数,2012,9,2012-09-01,251,48,43,127,205,270,318,515,806,1075,1549,2496,5079,5936,8240,12113,16049,17050,12423,6097,1620,299,170,475,833,1881,4045,11015,20353,53239,59,92369
Se01 結核,2012,9,2012-09-01,0,0,0,0,0,0,0,0,0,1,1,2,5,4,17,27,34,48,31,13,1,0,0,0,0,1,3,9,44,127,0,184
Se02 悪性新生物＜腫瘍＞,2012,9,2012-09-01,5,10,12,13,18,24,64,133,247,361,630,1237,2646,3102,3939,4876,5256,4054,2028,600,100,15,25,42,197,608,1867,5748,8815,12038,1,29356
Se03 食道の悪性新生物＜腫瘍＞,2012,9,2012-09-01,0,0,0,0,0,0,0,0,6,5,19,64,125,150,182,138,134,69,29,9,1,0,0,0,0,11,83,275,320,242,0,931
Se04 胃の悪性新生物＜腫瘍＞,2012,9,2012-09-01,0,0,1,0,1,4,7,19,32,46,70,145,333,420,573,667,730,554,334,98,16,0,1,5,26,78,215,753,1240,1732,0,4050
Se05 結腸の悪性新生物＜腫瘍＞,2012,9,2012-09-01,0,0,0,0,0,0,6,7,14,28,39,99,225,237,319,422,478,396,250,99,18,0,0,0,13,42,138,462,741,1241,0,2637
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2012,9,2012-09-01,0,0,0,0,0,0,1,5,16,14,37,73,141,143,185,205,175,140,59,24,1,0,0,0,6,30,110,284,390,399,0,1219
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2012,9,2012-09-01,0,0,0,1,0,1,3,7,13,14,34,95,224,267,352,486,413,313,121,20,3,0,1,1,10,27,129,491,838,870,0,2367
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2012,9,2012-09-01,0,0,0,0,0,0,1,1,2,3,16,39,98,101,166,243,297,294,149,42,7,0,0,0,2,5,55,199,409,789,0,1459
Se09 膵の悪性新生物＜腫瘍＞,2012,9,2012-09-01,0,0,0,0,0,1,1,5,12,30,59,108,238,311,372,421,403,294,141,44,5,0,0,1,6,42,167,549,793,887,0,2445
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2012,9,2012-09-01,0,0,0,0,0,0,2,8,27,48,66,216,531,645,850,1027,1144,836,340,96,9,0,0,0,10,75,282,1176,1877,2425,0,5845
Se11 乳房の悪性新生物＜腫瘍＞,2012,9,2012-09-01,0,0,0,0,0,2,7,20,36,46,72,105,135,129,95,81,92,87,59,20,10,0,0,2,27,82,177,264,176,268,0,996
Se12 子宮の悪性新生物＜腫瘍＞,2012,9,2012-09-01,0,0,0,0,1,0,2,15,20,27,43,42,68,51,53,51,55,48,25,5,1,0,0,1,17,47,85,119,104,134,0,507
Se13 白血病,2012,9,2012-09-01,0,3,4,3,4,4,9,9,12,15,23,22,69,78,100,111,130,73,33,8,3,3,7,8,18,27,45,147,211,247,0,713
Se14 糖尿病,2012,9,2012-09-01,0,0,0,0,0,1,1,10,11,9,14,33,66,57,110,130,195,190,105,32,5,0,0,1,11,20,47,123,240,527,1,970
Se15 高血圧性疾患,2012,9,2012-09-01,0,0,0,0,0,0,1,2,4,1,7,9,14,14,26,41,66,98,115,71,21,0,0,0,3,5,16,28,67,371,1,491
Se16 心疾患（高血圧性を除く）,2012,9,2012-09-01,13,3,2,4,6,13,23,46,74,118,153,277,527,635,799,1440,2084,2681,2303,1135,266,16,6,19,69,192,430,1162,2239,8469,8,12610
Se17 急性心筋梗塞,2012,9,2012-09-01,1,0,0,0,1,3,4,10,22,37,53,105,169,187,209,352,455,488,310,123,14,1,0,4,14,59,158,356,561,1390,2,2545
Se18 その他の虚血性心疾患,2012,9,2012-09-01,0,0,0,1,0,3,4,13,17,23,38,59,133,143,172,287,338,369,262,116,27,0,1,3,17,40,97,276,459,1112,6,2011
Se19 不整脈及び伝導障害,2012,9,2012-09-01,0,0,1,1,3,1,5,8,14,21,21,46,82,107,133,212,312,362,313,139,28,0,2,4,13,35,67,189,345,1154,0,1809
Se20 心不全,2012,9,2012-09-01,0,1,1,0,2,1,2,7,9,21,23,44,97,113,189,420,745,1144,1171,655,176,1,1,3,9,30,67,210,609,3891,0,4821
Se21 脳血管疾患,2012,9,2012-09-01,0,1,1,2,2,5,11,29,49,100,126,163,350,390,663,1104,1616,1831,1380,623,137,1,3,7,40,149,289,740,1767,5587,1,8584
Se22 くも膜下出血,2012,9,2012-09-01,0,0,0,2,1,1,5,15,22,47,39,69,82,73,93,122,134,122,60,12,3,0,2,2,20,69,108,155,215,331,0,902
Se23 脳内出血,2012,9,2012-09-01,0,0,0,0,1,3,5,11,21,40,73,72,153,169,243,351,462,384,231,94,12,0,0,4,16,61,145,322,594,1183,1,2326
Se24 脳梗塞,2012,9,2012-09-01,0,0,0,0,0,1,1,2,6,12,10,19,94,138,300,601,983,1289,1064,503,114,0,0,1,3,18,29,232,901,3953,0,5137
Se25 大動脈瘤及び解離,2012,9,2012-09-01,0,0,0,0,0,0,2,4,10,8,17,27,44,65,94,144,204,240,133,32,4,0,0,0,6,18,44,109,238,613,0,1028
Se26 肺炎,2012,9,2012-09-01,8,0,0,1,4,2,5,8,6,15,26,53,148,236,498,958,1680,2269,1673,879,204,8,1,6,13,21,79,384,1456,6705,1,8674
Se27 慢性閉塞性肺疾患,2012,9,2012-09-01,0,0,0,0,0,0,0,2,2,1,0,5,17,40,97,198,289,300,178,53,12,0,0,0,2,3,5,57,295,832,0,1194
Se28 喘息,2012,9,2012-09-01,0,0,0,0,0,1,0,0,1,0,2,3,2,5,10,16,21,24,21,12,1,0,0,1,0,1,5,7,26,79,0,119
Se29 肝疾患,2012,9,2012-09-01,1,1,0,0,0,0,4,8,39,61,83,90,149,123,148,169,157,95,50,21,5,2,0,0,12,100,173,272,317,328,0,1204
Se30 腎不全,2012,9,2012-09-01,0,0,0,0,0,1,2,1,2,6,11,25,59,59,124,211,381,434,307,144,31,0,0,1,3,8,36,118,335,1297,0,1798
Se31 老衰,2012,9,2012-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,102,422,954,1423,1187,522,0,0,0,0,0,0,5,130,4508,0,4643
Se32 不慮の事故,2012,9,2012-09-01,15,10,8,40,37,38,38,44,49,59,68,78,134,178,224,321,400,388,259,103,30,25,48,75,82,108,146,312,545,1180,4,2525
Se33 交通事故,2012,9,2012-09-01,4,5,3,33,23,19,18,25,25,26,24,36,42,46,51,73,58,34,10,3,0,9,36,42,43,51,60,88,124,105,0,558
Se34 自殺,2012,9,2012-09-01,0,0,4,45,105,134,123,150,168,168,179,168,226,171,178,172,95,69,43,8,1,0,49,239,273,336,347,397,350,216,9,2216
総数,2012,10,2012-10-01,257,44,46,117,213,253,327,578,898,1160,1705,2662,5427,6725,9171,13376,18179,19461,13994,6730,1773,301,163,466,905,2058,4367,12152,22547,60137,56,103152
Se01 結核,2012,10,2012-10-01,0,0,0,0,0,0,0,0,1,0,1,3,3,2,14,24,49,38,36,5,3,0,0,0,0,1,4,5,38,131,0,179
Se02 悪性新生物＜腫瘍＞,2012,10,2012-10-01,14,5,11,14,14,23,50,129,268,396,694,1267,2731,3492,4277,5225,5633,4379,2095,630,106,19,25,37,179,664,1961,6223,9502,12843,2,31455
Se03 食道の悪性新生物＜腫瘍＞,2012,10,2012-10-01,0,0,0,0,0,1,0,1,5,10,28,64,119,162,187,163,149,94,34,11,1,0,0,1,1,15,92,281,350,289,0,1029
Se04 胃の悪性新生物＜腫瘍＞,2012,10,2012-10-01,0,0,0,0,0,4,4,15,30,36,83,170,339,450,617,728,764,626,318,120,14,0,0,4,19,66,253,789,1345,1842,0,4318
Se05 結腸の悪性新生物＜腫瘍＞,2012,10,2012-10-01,0,0,0,0,0,1,6,9,19,32,50,102,236,284,328,409,463,461,272,87,17,0,0,1,15,51,152,520,737,1300,1,2777
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2012,10,2012-10-01,0,0,0,0,0,0,1,5,12,23,33,58,153,188,173,198,202,134,59,26,7,0,0,0,6,35,91,341,371,428,0,1272
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2012,10,2012-10-01,2,0,0,0,1,1,2,2,10,19,37,84,247,280,395,565,507,325,107,29,3,2,0,2,4,29,121,527,960,971,1,2617
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2012,10,2012-10-01,0,0,0,0,0,0,0,3,2,12,13,44,100,133,182,246,328,298,165,59,7,0,0,0,3,14,57,233,428,857,0,1592
Se09 膵の悪性新生物＜腫瘍＞,2012,10,2012-10-01,0,0,0,0,0,0,2,3,16,31,60,112,277,334,408,414,452,314,164,28,9,0,0,0,5,47,172,611,822,967,0,2624
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2012,10,2012-10-01,0,0,0,0,0,0,4,9,31,51,100,202,508,746,932,1114,1241,834,370,84,11,0,0,0,13,82,302,1254,2046,2540,0,6237
Se11 乳房の悪性新生物＜腫瘍＞,2012,10,2012-10-01,0,0,0,0,0,2,3,22,42,49,95,127,156,130,122,105,92,90,47,16,3,0,0,2,25,91,222,286,227,248,0,1101
Se12 子宮の悪性新生物＜腫瘍＞,2012,10,2012-10-01,0,0,0,0,1,0,3,14,23,23,36,38,63,50,51,54,74,58,29,14,3,0,0,1,17,46,74,113,105,178,0,534
Se13 白血病,2012,10,2012-10-01,5,2,5,4,3,3,4,10,13,8,16,25,53,92,103,118,116,69,30,7,0,7,9,6,14,21,41,145,221,222,0,686
Se14 糖尿病,2012,10,2012-10-01,0,0,1,1,1,1,0,11,11,14,25,31,62,93,120,183,207,187,116,48,6,0,2,2,11,25,56,155,303,564,1,1119
Se15 高血圧性疾患,2012,10,2012-10-01,0,0,0,0,0,0,0,1,0,0,8,7,21,16,30,45,68,111,136,79,19,0,0,0,1,0,15,37,75,413,0,541
Se16 心疾患（高血圧性を除く）,2012,10,2012-10-01,7,3,3,5,14,16,18,43,98,123,191,278,608,733,1034,1703,2557,3164,2660,1213,288,10,8,30,61,221,469,1341,2737,9882,6,14765
Se17 急性心筋梗塞,2012,10,2012-10-01,1,0,0,0,0,0,1,13,24,37,61,88,205,211,291,404,553,562,394,158,19,1,0,0,14,61,149,416,695,1686,2,3024
Se18 その他の虚血性心疾患,2012,10,2012-10-01,0,1,0,1,2,3,3,6,20,27,39,53,148,189,231,327,467,473,310,129,25,1,1,5,9,47,92,337,558,1404,4,2458
Se19 不整脈及び伝導障害,2012,10,2012-10-01,0,0,0,1,4,6,6,9,22,13,32,58,98,103,156,260,375,485,364,122,26,0,1,10,15,35,90,201,416,1372,0,2140
Se20 心不全,2012,10,2012-10-01,1,0,0,0,3,3,5,8,20,25,34,47,99,146,247,511,876,1272,1314,675,199,1,0,6,13,45,81,245,758,4336,0,5485
Se21 脳血管疾患,2012,10,2012-10-01,1,0,3,2,6,5,13,44,80,106,151,232,399,467,713,1246,1901,2098,1538,704,154,1,5,11,57,186,383,866,1959,6395,2,9865
Se22 くも膜下出血,2012,10,2012-10-01,0,0,1,1,4,2,8,14,37,42,71,75,96,93,86,147,171,147,65,25,2,0,2,6,22,79,146,189,233,410,0,1087
Se23 脳内出血,2012,10,2012-10-01,1,0,2,1,0,2,3,25,37,55,63,115,209,188,288,404,526,439,266,87,17,1,3,2,28,92,178,397,692,1335,1,2729
Se24 脳梗塞,2012,10,2012-10-01,0,0,0,0,1,1,1,2,4,7,15,31,82,175,322,669,1157,1458,1180,572,128,0,0,2,3,11,46,257,991,4495,1,5806
Se25 大動脈瘤及び解離,2012,10,2012-10-01,0,0,0,0,0,2,1,6,11,17,16,29,74,90,135,215,281,275,172,39,4,0,0,2,7,28,45,164,350,771,0,1367
Se26 肺炎,2012,10,2012-10-01,6,2,1,2,1,4,4,7,13,19,36,47,173,253,496,1068,1917,2525,1872,936,237,8,3,5,11,32,83,426,1564,7487,0,9619
Se27 慢性閉塞性肺疾患,2012,10,2012-10-01,0,1,0,0,0,0,0,0,0,0,2,4,27,48,83,196,347,339,155,80,15,1,0,0,0,0,6,75,279,936,0,1297
Se28 喘息,2012,10,2012-10-01,0,0,0,0,0,0,0,3,4,5,2,6,4,10,4,14,26,36,20,11,4,0,0,0,3,9,8,14,18,97,0,149
Se29 肝疾患,2012,10,2012-10-01,0,0,0,0,0,2,6,12,36,45,64,92,149,143,148,159,148,111,46,22,2,0,0,2,18,81,156,292,307,329,1,1186
Se30 腎不全,2012,10,2012-10-01,0,0,0,0,0,0,0,3,2,8,10,22,55,69,133,234,410,510,367,155,38,0,0,0,3,10,32,124,367,1480,0,2016
Se31 老衰,2012,10,2012-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,6,35,122,467,1138,1645,1352,570,0,0,0,0,0,0,8,157,5172,1,5338
Se32 不慮の事故,2012,10,2012-10-01,18,12,2,22,35,33,36,58,58,63,63,89,178,214,279,414,519,516,307,123,29,30,24,68,94,121,152,392,693,1494,4,3072
Se33 交通事故,2012,10,2012-10-01,3,5,2,17,25,20,18,25,22,22,24,26,44,52,66,93,71,44,14,4,0,8,19,45,43,44,50,96,159,133,0,597
Se34 自殺,2012,10,2012-10-01,0,0,8,55,106,122,138,171,183,200,194,194,225,182,163,145,106,84,30,10,1,0,63,228,309,383,388,407,308,231,8,2325
総数,2012,11,2012-11-01,264,39,43,102,168,241,338,528,831,1147,1701,2705,5475,6809,9377,13820,19446,20843,15119,7261,1856,303,145,409,866,1978,4406,12284,23197,64525,43,108156
Se01 結核,2012,11,2012-11-01,0,0,0,0,0,0,0,0,0,2,0,1,7,6,10,16,25,39,31,9,2,0,0,0,0,2,1,13,26,106,0,148
Se02 悪性新生物＜腫瘍＞,2012,11,2012-11-01,10,4,7,12,11,20,56,131,232,404,675,1208,2610,3217,3968,4976,5564,4358,2008,621,97,14,19,31,187,636,1883,5827,8944,12648,3,30192
Se03 食道の悪性新生物＜腫瘍＞,2012,11,2012-11-01,0,0,0,0,0,0,1,3,1,12,23,44,155,156,170,158,137,80,36,7,0,0,0,0,4,13,67,311,328,260,0,983
Se04 胃の悪性新生物＜腫瘍＞,2012,11,2012-11-01,0,0,0,0,0,2,3,14,24,33,81,154,350,425,565,698,733,637,300,101,6,0,0,2,17,57,235,775,1263,1777,1,4127
Se05 結腸の悪性新生物＜腫瘍＞,2012,11,2012-11-01,0,0,0,0,0,1,7,12,18,36,54,93,210,222,336,421,474,475,254,109,13,0,0,1,19,54,147,432,757,1325,2,2737
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2012,11,2012-11-01,0,0,0,0,0,0,2,6,9,20,31,66,137,145,188,183,210,127,61,18,3,0,0,0,8,29,97,282,371,419,0,1206
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2012,11,2012-11-01,0,0,0,0,0,0,2,9,11,26,49,97,213,274,324,546,538,330,113,20,3,0,0,0,11,37,146,487,870,1004,0,2555
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2012,11,2012-11-01,0,0,0,0,0,0,0,1,4,7,24,34,89,117,182,254,324,307,169,46,7,0,0,0,1,11,58,206,436,853,0,1565
Se09 膵の悪性新生物＜腫瘍＞,2012,11,2012-11-01,0,0,0,0,0,2,1,5,17,36,43,117,231,332,347,386,423,315,137,45,8,0,0,2,6,53,160,563,733,928,0,2445
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2012,11,2012-11-01,0,0,0,0,1,1,6,9,33,58,99,195,491,687,830,1037,1214,866,338,97,20,0,0,2,15,91,294,1178,1867,2535,0,5982
Se11 乳房の悪性新生物＜腫瘍＞,2012,11,2012-11-01,0,0,0,0,0,1,5,15,35,54,76,102,143,157,99,122,96,102,46,26,5,0,0,1,20,89,178,300,221,275,0,1084
Se12 子宮の悪性新生物＜腫瘍＞,2012,11,2012-11-01,0,0,0,0,0,0,5,16,18,25,32,27,69,45,48,48,66,42,31,8,2,0,0,0,21,43,59,114,96,149,0,482
Se13 白血病,2012,11,2012-11-01,5,0,2,2,0,3,7,12,8,13,25,36,51,73,85,105,121,80,20,4,1,5,4,3,19,21,61,124,190,226,0,653
Se14 糖尿病,2012,11,2012-11-01,0,0,0,0,0,0,1,7,9,14,15,33,90,90,128,176,222,168,138,51,6,0,0,0,8,23,48,180,304,585,0,1148
Se15 高血圧性疾患,2012,11,2012-11-01,0,0,0,0,0,0,0,1,1,3,5,3,12,21,32,50,75,138,151,86,29,0,0,0,1,4,8,33,82,479,0,607
Se16 心疾患（高血圧性を除く）,2012,11,2012-11-01,16,1,1,7,8,13,24,55,114,143,220,345,659,892,1277,1960,3269,3711,2951,1488,359,17,8,21,79,257,565,1551,3237,11778,2,17515
Se17 急性心筋梗塞,2012,11,2012-11-01,0,1,0,0,1,1,4,14,27,44,72,105,217,253,347,514,750,730,401,170,26,1,0,2,18,71,177,470,861,2077,1,3678
Se18 その他の虚血性心疾患,2012,11,2012-11-01,1,0,0,0,1,2,4,8,32,42,54,85,164,240,331,404,610,571,375,166,30,1,0,3,12,74,139,404,735,1752,0,3120
Se19 不整脈及び伝導障害,2012,11,2012-11-01,2,0,1,4,4,4,8,12,22,19,32,56,113,130,186,296,476,509,396,192,27,2,5,8,20,41,88,243,482,1600,0,2489
Se20 心不全,2012,11,2012-11-01,2,0,0,0,0,3,6,9,15,16,39,59,113,199,288,524,1092,1487,1455,815,242,2,0,3,15,31,98,312,812,5091,0,6364
Se21 脳血管疾患,2012,11,2012-11-01,0,1,4,2,2,8,12,29,80,98,148,229,449,509,781,1332,1941,2327,1666,824,152,1,6,10,41,178,377,958,2113,6910,0,10594
Se22 くも膜下出血,2012,11,2012-11-01,0,1,2,0,2,4,8,13,37,42,51,68,100,96,106,139,197,161,69,24,3,1,2,6,21,79,119,196,245,454,0,1123
Se23 脳内出血,2012,11,2012-11-01,0,0,2,1,0,3,4,13,35,48,80,114,217,235,301,427,575,566,311,111,15,0,3,3,17,83,194,452,728,1578,0,3058
Se24 脳梗塞,2012,11,2012-11-01,0,0,0,0,0,1,0,1,5,6,12,40,115,164,351,741,1123,1539,1247,671,132,0,0,1,1,11,52,279,1092,4712,0,6148
Se25 大動脈瘤及び解離,2012,11,2012-11-01,0,0,0,0,1,0,4,6,7,11,10,33,99,107,132,217,326,335,163,40,4,0,0,1,10,18,43,206,349,868,0,1495
Se26 肺炎,2012,11,2012-11-01,10,4,3,1,1,5,4,3,12,28,29,56,189,260,578,1171,2143,2797,2179,1025,245,14,4,6,7,40,85,449,1749,8389,1,10744
Se27 慢性閉塞性肺疾患,2012,11,2012-11-01,1,0,0,0,0,0,0,0,0,2,2,5,18,46,124,175,382,347,191,58,13,1,0,0,0,2,7,64,299,991,0,1364
Se28 喘息,2012,11,2012-11-01,0,0,0,0,1,2,1,1,4,2,1,3,7,7,6,18,27,41,29,12,4,0,0,3,2,6,4,14,24,113,0,166
